index,open,high,low,close
2020/6/7,9706,9816.2,9390.99,9732.43
2020/6/8,9732.43,9802.48,9650.98,9702.87
2020/6/9,9702.87,9886.12,9574.81,9749.6
2020/6/10,9749.6,10003.3,9704.41,9867.63
2020/6/11,9867.35,9973.98,9091.42,9340.86
2020/6/12,9340.86,9549.07,9232.76,9463.3
2020/6/13,9463.3,9492.79,9359.24,9403.53
2020/6/14,9403.53,9479.18,9311.81,9382.05
2020/6/15,9382.05,9523.64,8902.67,9481.06
2020/6/16,9481.06,9590.8,9383.05,9494.7
2020/6/17,9494.7,9558.14,9238.36,9374.04
2020/6/18,9374.04,9478.13,9312.75,9343.09
2020/6/19,9343.09,9428.15,9233.62,9315.35
2020/6/20,9315.42,9371.1,9172.39,9318.47
2020/6/21,9318.47,9418.9,9296.52,9310.9
2020/6/22,9310.85,9668.32,9273.19,9645.06
2020/6/23,9645.06,9785.68,9578.35,9629.89
2020/6/24,9629.89,9664.65,9199.48,9288.58
2020/6/25,9288.58,9320.76,8997.3,9275.81
2020/6/26,9275.81,9335.92,9034.22,9190.26
2020/6/27,9190.26,9204.33,8837.07,8946.51
2020/6/28,8946.51,9189.25,8936.99,9109.76
2020/6/29,9109.76,9193.98,9019.09,9180.36
2020/6/30,9180.36,9233.29,9065.55,9147.09
2020/7/1,9147.09,9297.79,9092.41,9239.05
2020/7/2,9239.05,9264.53,8947.98,9082.38
2020/7/3,9082.38,9155.83,9055.1,9092.7
2020/7/4,9092.7,9195.59,9042.65,9131.21
2020/7/5,9131.21,9145.95,8999.9,9013.96
2020/7/6,9013.96,9352.15,8917.78,9277.06
2020/7/7,9277.06,9378.64,9207,9254.79
2020/7/8,9254.79,9473.35,9231.1,9430.25
2020/7/9,9430.27,9471.65,9164.89,9237.04
2020/7/10,9237.04,9256.49,9124.3,9235.1
2020/7/11,9235.1,9316.49,9185.89,9217.05
2020/7/12,9217.05,9343.15,9162.91,9232.34
2020/7/13,9232.32,9344.98,9199.13,9249.8
2020/7/14,9249.8,9279.36,9110.42,9272.83
2020/7/15,9272.83,9277.66,9156.06,9213.7
2020/7/16,9213.7,9230.75,9037.29,9103.61
2020/7/17,9103.61,9182.82,9080.2,9157.69
2020/7/18,9157.69,9540.53,9125.16,9179.26
2020/7/19,9179.3,9187.82,9110.76,9171.94
2020/7/20,9171.94,9239.55,9137.38,9175.47
2020/7/21,9175.46,9438.31,9154.18,9376.53
2020/7/22,9376.53,9397.53,9284.92,9377.3
2020/7/23,9377.3,9676.86,9368.14,9593.77
2020/7/24,9593.78,9631.71,9477.03,9629.62
2020/7/25,9629.62,9746.25,9530.17,9729.45
2020/7/26,9729.45,10168.61,9662.25,9895.63
2020/7/27,9895.63,10944,9877.55,10891.81
2020/7/28,10891.81,11410.44,10586.25,10981.18
2020/7/29,10981.18,11298.29,10854.14,11222.15
2020/7/30,11222.15,11350.72,10845.74,11150.47
2020/7/31,11150.47,11455.41,10979.86,11345.63
2020/8/1,11345.65,11880.14,11239.56,11847.66
2020/8/2,11847.66,12111.98,10638.04,11090.63
2020/8/3,11090.63,11479.08,10949.68,11383.53
2020/8/4,11383.53,11419.65,11023.9,11214.45
2020/8/5,11214.45,11721.95,11100.19,11692.68
2020/8/6,11692.68,11909.07,11538.46,11851.58
2020/8/7,11851.58,11915.16,11348.72,11575.83
2020/8/8,11575.83,11815.38,11535.75,11716.3
2020/8/9,11716.3,11805.4,11532.05,11679.9
2020/8/10,11679.88,12078.97,11522.64,11859.27
2020/8/11,11859.27,11940.92,11136.41,11212.89
2020/8/12,11212.54,11621.48,11129.6,11565.95
2020/8/13,11565.95,11661.47,11279.2,11615.32
2020/8/14,11614.68,11864.13,11614.5,11770.13
2020/8/15,11770.13,11987.51,11690.41,11870.5
2020/8/16,11870.5,11983.13,11701.72,11849.5
2020/8/17,11849.5,12473.65,11775.05,12327.23
2020/8/18,12327.29,12411.01,11831.06,12030.11
2020/8/19,12030.11,12096.8,11585.86,11715.31
2020/8/20,11715.31,11890.97,11678.07,11863.08
2020/8/21,11863.09,11893.82,11613.25,11621.41
2020/8/22,11621.41,11652.85,11375.3,11608.04
2020/8/23,11608.04,11715.96,11530.05,11669.22
2020/8/24,11669.22,11828.48,11599.85,11731.2
2020/8/25,11731.2,11788.61,11121.98,11265.47
2020/8/26,11265.47,11542.23,11258.25,11513.5
2020/8/27,11513.5,11594.39,11131.6,11267.05
2020/8/28,11267.05,11550.57,11252.81,11502.58
2020/8/29,11502.58,11584.86,11428.71,11518.05
2020/8/30,11518.05,11686.13,11469.39,11640.79
2020/8/31,11640.79,11777.98,11581.45,11678.6
2020/9/1,11678.6,12061.54,11544.31,12022.35
2020/9/2,12022.35,12055.8,11187.82,11375.47
2020/9/3,11375.47,11473.3,10508.5,10785.86
2020/9/4,10785.86,10802.84,9924,10606.46
2020/9/5,10606.46,10639.02,9877.4,10086.94
2020/9/6,10086.94,10300.99,9962.72,10236.79
2020/9/7,10236.79,10353.58,9883.4,10154.11
2020/9/8,10154.29,10444.07,9928.44,10016.81
2020/9/9,10016.81,10350.92,9852.96,10259.62
2020/9/10,10259.62,10492.34,10184.42,10307.29
2020/9/11,10307.29,10387.47,10212.55,10329.82
2020/9/12,10329.82,10481.85,10279.57,10441.8
2020/9/13,10441.8,10580.64,10220.49,10318.18
2020/9/14,10318.18,10758.18,10255.67,10694.29
2020/9/15,10694.29,10940.82,10624.75,10867.34
2020/9/16,10867.34,11098.96,10671.59,10998.05
2020/9/17,10998.05,11046.3,10755.35,10937.41
2020/9/18,10937.41,11043.34,10821.86,10890.68
2020/9/19,10890.68,11178.28,10884.75,11093.84
2020/9/20,11094.09,11094.34,10768.96,10858
2020/9/21,10858,10995.58,10300.66,10479.79
2020/9/22,10479.76,10536.72,10363.92,10516.06
2020/9/23,10516.06,10574.8,10140.83,10224.14
2020/9/24,10224.14,10720.14,10198.53,10631.74
2020/9/25,10631.74,10796.86,10559.24,10717.46
2020/9/26,10717.69,10826.95,10660.17,10720.88
2020/9/27,10720.88,10805.73,10601.79,10725.25
2020/9/28,10725.25,10949.75,10708.84,10871.25
2020/9/29,10871.25,10890.22,10642.26,10756.95
2020/9/30,10756.95,10864,10665.55,10706.95
2020/10/1,10706.95,10926.56,10450.3,10606.06
2020/10/2,10606.06,10664.96,10387.18,10547.65
2020/10/3,10547.65,10604.1,10472.07,10572.62
2020/10/4,10572.62,10698.09,10527.6,10650.02
2020/10/5,10650.02,10779.38,10628.51,10741.28
2020/10/6,10741.28,10801.88,10530.4,10549.5
2020/10/7,10549.5,10681.96,10529.48,10661.08
2020/10/8,10661.08,10957.71,10541.52,10898.05
2020/10/9,10898.05,11110.29,10839.75,11041.96
2020/10/10,11041.96,11492.82,11027.62,11367.8
2020/10/11,11367.8,11444.16,11271.04,11332.36
2020/10/12,11332.36,11597.36,11208.06,11568.4
2020/10/13,11568.4,11726.83,11315.43,11434.88
2020/10/14,11434.88,11555.34,11297.02,11393.36
2020/10/15,11393.36,11616.81,11264.66,11545.26
2020/10/16,11545.26,11548.19,11216.33,11319.41
2020/10/17,11319.41,11410.17,11271.32,11354.91
2020/10/18,11354.91,11496.84,11339.11,11445.83
2020/10/19,11445.83,11835,11414.03,11735.13
2020/10/20,11735.13,12052.31,11686.97,11904.78
2020/10/21,11904.78,12915.2,11888.86,12855.5
2020/10/22,12855.5,13241.7,12698.03,13124.02
2020/10/23,13124.02,13200,12735.75,12942.9
2020/10/24,12942.9,13174.85,12886.86,13113.04
2020/10/25,13113.04,13356.2,12908.93,13036.88
2020/10/26,13036.88,13242.92,12791.5,13019.83
2020/10/27,13019.83,13756.56,13000.82,13620.54
2020/10/28,13620.54,13857.94,12907.9,13213.48
2020/10/29,13213.48,13647.43,12986.32,13486.71
2020/10/30,13486.71,13676.44,13132.74,13639.46
2020/10/31,13638.64,14087.04,13431.95,13850.1
2020/11/1,13850.1,13903.11,13633,13823.15
2020/11/2,13823.15,13840.93,13222.44,13619.76
2020/11/3,13619.76,13803.45,13298.75,13741.48
2020/11/4,13741.48,14265.06,13542.5,14008.75
2020/11/5,14008.75,15301.38,14008.75,15243.85
2020/11/6,15243.85,15966.49,15206.06,15553.32
2020/11/7,15553.32,15771.86,14375.72,14837
2020/11/8,14837,15656.21,14684.79,15342.02
2020/11/9,15342.01,15848.6,14831.21,15387.48
2020/11/10,15387.4,15477.98,15098.25,15389.01
2020/11/11,15389.01,15989.96,15291.46,15831.57
2020/11/12,15831.57,16215.15,15478.5,16159.74
2020/11/13,16159.74,16491.65,15975.94,16294.47
2020/11/14,16294.47,16374.53,15728.34,16008.29
2020/11/15,16008.29,16172.4,15824.29,15857.79
2020/11/16,15857.79,16889.01,15798.63,16704.72
2020/11/17,16704.72,17864.79,16573.93,17639.21
2020/11/18,17639.21,18479.75,17257.07,17786.57
2020/11/19,17786.57,18180.41,17359.99,17946.04
2020/11/20,17946.04,18821.7,17723.36,18589.49
2020/11/21,18589.49,18976.33,18355.38,18670.93
2020/11/22,18670.93,18764.8,17625.56,18597.77
2020/11/23,18597.77,18777.32,18007.23,18422.02
2020/11/24,18422.02,19438.67,18067.32,18944.86
2020/11/25,18944.25,19504.5,18641.61,18880.69
2020/11/26,18880.88,18927.33,16226.96,17055.5
2020/11/27,17054.5,17465.31,16451.41,17005.85
2020/11/28,17005.85,17893.89,16879.18,17763.11
2020/11/29,17763.3,18349.68,17538.53,18270.66
2020/11/30,18270.66,19857.03,18087.3,19378.61
2020/12/1,19379.25,19914.33,18157.38,19055.69
2020/12/2,19055.69,19338.33,18345.65,19156.67
2020/12/3,19156.67,19614.08,18889.2,19462.14
2020/12/4,19462.14,19555.44,18709.29,18825.45
2020/12/5,18825.45,19183.47,18515.22,19020.64
2020/12/6,19020.64,19345.69,18890.15,19248.35
2020/12/7,19248.35,19429.48,18911.43,19084.67
2020/12/8,19084.67,19298.23,18623.13,18773.5
2020/12/9,18773.5,18834.5,17644.39,18520.56
2020/12/10,18520.31,18643.57,17914.56,18349.98
2020/12/11,18349.98,18397.9,17589.25,18101.38
2020/12/12,18101.38,18849.5,18028.02,18800.18
2020/12/13,18800.18,19416.29,18725.48,19178.3
2020/12/14,19178.3,19338.03,18984.08,19199.17
2020/12/15,19199.17,19562.34,19054.8,19424.24
2020/12/16,19426.2,21295,19300.69,21206.36
2020/12/17,21206.14,23720.4,21205.83,22779.13
2020/12/18,22779.13,23282.74,22363.54,22901.2
2020/12/19,22901.2,24137.63,22787.41,23992.92
2020/12/20,23992.92,24291.38,23105.11,23385.77
2020/12/21,23386.26,24118.48,21966.16,23142.45
2020/12/22,23142.45,23615.11,22390.03,23437.95
2020/12/23,23437.95,24081.68,22816.64,23297.72
2020/12/24,23297.54,23550.76,22658.01,23405.27
2020/12/25,23405.27,24656.31,23379.83,24411.43
2020/12/26,24411.43,26798.91,24361.91,26670.1
2020/12/27,26670.1,28365.06,25795,26385.71
2020/12/28,26385.71,27468.07,26088.78,26599.22
2020/12/29,26599.22,27186.14,25852.63,26895.14
2020/12/30,26894.99,28992.19,26894.99,28904.39
2020/12/31,28904.39,29292.47,27971.04,28996.28
2021/1/1,28996.28,29674.24,28719.54,29250.59
2021/1/2,29250.59,33277.75,29037.46,31702.36
2021/1/3,31702.36,34792.47,31456.34,33591.73
2021/1/4,33591.73,33665.47,28019.06,31037.38
2021/1/5,31037.38,34275.13,29942.94,33792.24
2021/1/6,33792.24,36499.88,33373.72,35939.27
2021/1/7,35939.27,40394.88,35787.72,39733
2021/1/8,39733,41981.76,36644.59,40040.7
2021/1/9,40040.7,41406.18,38798.56,40858.59
2021/1/10,40858.34,41440.38,34972.81,38048.82
2021/1/11,38048.82,39025.91,30324,33964.38
2021/1/12,33964.39,36610.11,32523.12,34712.73
2021/1/13,34712.73,37400.06,32359.2,37283.48
2021/1/14,37283.48,40094.81,36765.23,38765.5
2021/1/15,38765.5,39690.45,34409.04,36261.52
2021/1/16,36261.72,37941.65,35552,35935.02
2021/1/17,35935.02,36844.91,33859.81,36533.95
2021/1/18,36533.95,37417.4,34790.56,36234.13
2021/1/19,36234.13,37854.38,36094,36489.64
2021/1/20,36489.64,36792.11,33412.72,34913.07
2021/1/21,34913.07,35675.23,30986.71,31217
2021/1/22,31217,33856.64,28817.89,33322.33
2021/1/23,33322.33,33633.21,31441.92,32366.47
2021/1/24,32366.53,33074.02,30970.71,31932.47
2021/1/25,31932.86,34882.55,31694.76,32701.29
2021/1/26,32701.54,32825.83,30854.15,32017.04
2021/1/27,32016.29,32930.66,29241.49,31005.85
2021/1/28,31005.85,33327.16,29904.18,33248.02
2021/1/29,33248.02,38627.38,31997.55,34641.09
2021/1/30,34641.3,35348.41,32859.02,34694.89
2021/1/31,34694.89,34804.22,32214.65,32601.26
2021/2/1,32601.26,34699.56,32338.3,33664.82
2021/2/2,33664.82,36002.09,33456.2,35687.9
2021/2/3,35687.9,37449.73,35408.34,37294.95
2021/2/4,37295.2,38744.06,36211.68,37681.13
2021/2/5,37681.13,38346.61,36626.11,37858.84
2021/2/6,37858.84,40990.52,37713.65,40093.11
2021/2/7,40093.11,40505.54,37408.4,38590.04
2021/2/8,38590.04,44807.01,38065.02,44691.74
2021/2/9,44688.74,48215.83,44316.2,47335.77
2021/2/10,47335.24,47348.97,43764.47,45039.51
2021/2/11,45039.7,48663.06,44042.01,46931.97
2021/2/12,46931.97,48929.36,46290.27,47947.17
2021/2/13,47947.17,48201.04,46291.58,47177.95
2021/2/14,47178.7,49694.24,46929.53,48865.24
2021/2/15,48865.35,49317.86,45893.35,48203.45
2021/2/16,48203.45,50547.71,47070.86,48585.51
2021/2/17,48585.51,52631.92,48527.79,52400.42
2021/2/18,52400.42,52545.61,50889.44,52037.53
2021/2/19,52037.53,56332.89,50765.49,55629.08
2021/2/20,55628.96,57527.39,55063.01,56537.03
2021/2/21,56537.62,58350.41,54031.58,57355.29
2021/2/22,57354.79,57659.35,47873.13,54938.64
2021/2/23,54938.64,55017.68,45000.27,47962.92
2021/2/24,47961.72,51415.15,47028.15,48758.53
2021/2/25,48758.53,52075.4,48054.26,48083.51
2021/2/26,48083.51,48835.53,44159.24,45672.06
2021/2/27,45672.06,48352.43,45088.02,46864.06
2021/2/28,46864.06,46864.06,43061.56,45248.24
2021/3/1,45248.24,49504.61,44897.81,48856.4
2021/3/2,48856.4,50235.99,47098.63,47451.1
2021/3/3,47451.1,52622.92,47401.01,50952.74
2021/3/4,50952.74,51794.04,47505.51,47918.88
2021/3/5,47918.88,49462.47,46309.9,49053.13
2021/3/6,49053.13,49391.85,47103.04,48602.01
2021/3/7,48602.12,51346.03,48509.71,50107.87
2021/3/8,50107.87,51987.06,49344.7,51878.94
2021/3/9,51878.94,54819.86,51438.56,54320.06
2021/3/10,54320.06,57365.49,53045.06,56931.78
2021/3/11,56931.78,57916.27,54304.15,57624.02
2021/3/12,57625.02,58138.82,55065.89,56965.96
2021/3/13,56965.96,61742.41,56111.02,61078.03
2021/3/14,61078.67,61669.89,59304.68,60273.94
2021/3/15,60273.44,60733.15,54733.54,56414.61
2021/3/16,56415.31,56947.91,53288.81,56388.15
2021/3/17,56388.15,58303.57,54158.83,57751.66
2021/3/18,57751.66,60084.78,57031.5,57501.51
2021/3/19,57501.51,59453.53,56297.4,58410.01
2021/3/20,58410.01,59879.35,57845.88,58541.76
2021/3/21,58539.76,58813.36,55545.27,57813.39
2021/3/22,57813.39,58430.54,54247.39,54554.83
2021/3/23,54556.67,55848.65,53000.08,54447.56
2021/3/24,54447.55,57204.88,53213.76,54050.57
2021/3/25,54050.57,54220.99,50440.17,52001.01
2021/3/26,52001.01,54288.89,51263.33,54002.49
2021/3/27,54002.49,56260.51,53997.78,55887.89
2021/3/28,55887.89,56618.51,54706.04,54845.71
2021/3/29,54845.71,58393.84,54816.53,57234.35
2021/3/30,57232.99,59388.52,57053.73,58673.67
2021/3/31,58673.67,59807.36,56886.38,58960.2
2021/4/1,58960.32,59474.6,57950.69,58859.78
2021/4/2,58859.78,60100.5,58472.01,58674.76
2021/4/3,58674.76,59786.5,57816.67,58064.8
2021/4/4,58064.8,58498.01,56495.03,58044.39
2021/4/5,58044.39,59251.92,56844.81,58799.14
2021/4/6,58799.14,59470.89,57390.86,58243.87
2021/4/7,58243.87,58650.78,55476.85,56227.64
2021/4/8,56227.64,58149.29,55737.01,57679.16
2021/4/9,57679.16,58878.41,57460.89,58333.6
2021/4/10,58333.6,61208.11,57870.14,58568.57
2021/4/11,58569.3,60669.86,58480.18,59674.92
2021/4/12,59674.92,61229.19,59411.69,59977.92
2021/4/13,59979.82,63728.21,59766.87,63193.56
2021/4/14,63193.56,64869.78,61336.51,62384.19
2021/4/15,62386.74,63645.76,62049.08,63410.29
2021/4/16,63410.29,63833.56,60062.71,62005.42
2021/4/17,62005.42,62577.39,59701.94,60870.13
2021/4/18,60872.49,61005.91,51707.51,56291.89
2021/4/19,56291.89,57602.88,54307.07,56210.89
2021/4/20,56210.89,57097.63,53426.81,56800.5
2021/4/21,56800.5,57102.04,54341.38,54996.31
2021/4/22,54996.31,55471.05,51488.85,51593.44
2021/4/23,51592.13,52228.64,47525.13,50567.72
2021/4/24,50567.72,51214.78,48747.15,50984.81
2021/4/25,50982.83,51052.88,48000.63,48122.24
2021/4/26,48115.56,54394.64,47078.54,53262.87
2021/4/27,53262.87,55364.67,52653.98,55192.62
2021/4/28,55192.62,56461.49,53891.83,54438.68
2021/4/29,54438.68,55220.47,52391.49,52990.9
2021/4/30,52991.35,57400.65,52829.77,56814.44
2021/5/1,56814.44,58518.83,56730.1,57725.77
2021/5/2,57725.77,57995.78,56095.62,57042.24
2021/5/3,57042.24,58975.45,56273.52,56811.66
2021/5/4,56811.66,57507.49,53286.53,54770.39
2021/5/5,54770.39,57949.89,52956.53,56895.44
2021/5/6,56895.44,58402.89,55304.86,55955.47
2021/5/7,55956.97,58712.37,55306.01,57684.39
2021/5/8,57684.39,59531.91,56822.49,59004.37
2021/5/9,59004.37,59270.51,56289.83,57931.38
2021/5/10,57930.76,59587.71,53733.2,55308.81
2021/5/11,55307.52,56940.54,54527.14,56911.32
2021/5/12,56911.32,58007.71,53566.14,54482.81
2021/5/13,54487.88,54800.81,46045.1,49312.81
2021/5/14,49312.81,51546.4,48460.79,49193.56
2021/5/15,49192.96,50712.38,46970.11,48242.61
2021/5/16,48242.61,49792.01,43874.51,44098.92
2021/5/17,44089.77,46644.92,42133.2,44816.08
2021/5/18,44816.08,45840.43,42429.88,43294.36
2021/5/19,43294.36,43575.49,30016.82,38336.11
2021/5/20,38336.11,42540.97,35000.05,40078.49
2021/5/21,40078.49,42269.45,35212.31,35251.36
2021/5/22,35251.36,38856.04,33550.15,38084.88
2021/5/23,38084.86,38394.34,31132.75,33700.55
2021/5/24,33700.55,39944.65,33673.57,39024.16
2021/5/25,39024.16,39851.06,36494.27,37646.5
2021/5/26,37646.5,40866.99,37477.54,38774.5
2021/5/27,38774.49,40411.88,37214.47,38495.29
2021/5/28,38495.29,39196.16,35147.33,35218.36
2021/5/29,35219.16,37302.29,33662.82,34269.86
2021/5/30,34270.02,36483.54,33440.93,36081.09
2021/5/31,36081.34,37481.57,34204.45,36690.89
2021/6/1,36690.89,37913.86,35722.33,36322.98
2021/6/2,36322.98,38232.27,35934.52,37745.13
2021/6/3,37745.13,39484.4,37215.4,38705.27
2021/6/4,38705.27,39273.65,35601.54,37056.79
2021/6/5,37056.79,37922.24,35324.04,35854.31
2021/6/6,35854.31,36467.2,34847.82,35978.7
2021/6/7,35978.89,36796.84,34052.7,34457.74
2021/6/8,34457.89,34642.52,31036.14,33629.96
2021/6/9,33629.81,36932.81,32431.28,36408.39
2021/6/10,36408.39,38407.38,35830.04,36494.56
2021/6/11,36494.56,37669.81,35976.27,37152.15
2021/6/12,37152.15,37490.77,34649.93,36020.18
2021/6/13,36020.18,39371.93,34798.48,39260.32
2021/6/14,39263.24,41020.31,38711.11,39831.58
2021/6/15,39831.58,41307.15,39566.45,39948.77
2021/6/16,39948.77,40487.47,38326.82,38532.5
2021/6/17,38532.5,39541.83,37392.49,37747.52
2021/6/18,37747.52,38205.82,35162.23,35517.31
2021/6/19,35517.31,36448.88,34869.41,36119.11
2021/6/20,36119.11,36167.43,33362.74,35823.29
2021/6/21,35823.29,35896.63,31735.05,32582.59
2021/6/22,32582.59,33309.09,28824.32,32903.52
2021/6/23,32904.02,34821.52,31746.84,33059.18
2021/6/24,33059.18,35261.2,32344.5,34859.9
2021/6/25,34859.9,35498.06,31506.41,32215.31
2021/6/26,32214.53,32428.02,30172.82,31305.79
2021/6/27,31305.79,33577.68,30930.99,32635.76
2021/6/28,32635.78,35292.27,32470.22,34677.77
2021/6/29,34677.77,36619.77,34134.07,36168.2
2021/6/30,36168.2,36317.73,34060.95,34585
2021/7/1,34585,35211.38,32730.98,33422
2021/7/2,33422,33970.59,32716.4,33142.64
2021/7/3,33142.64,34942.29,33107.06,34728.55
2021/7/4,34728.55,35683.16,34283.16,35547.25
2021/7/5,35547.25,35952.27,33152.95,33855.36
2021/7/6,33855.36,35093.56,33542.15,33957.11
2021/7/7,33957.13,35065.36,33649.61,34544.86
2021/7/8,34544.86,34545.3,32115.12,32815.73
2021/7/9,32815.73,33690.27,32280.05,33522.57
2021/7/10,33522.57,34260.11,33043.45,33332.25
2021/7/11,33332.25,34105.98,33286.61,33854.3
2021/7/12,33854.3,34666.38,32656.98,32849.59
2021/7/13,32849.59,33333.98,32199.13,32508.34
2021/7/14,32508.09,33099.23,31599.58,32813.83
2021/7/15,32813.83,33186.73,31146.75,31758.37
2021/7/16,31758.91,32253.52,31034.61,31842.51
2021/7/17,31842.51,31946.64,31186.37,31737.26
2021/7/18,31737.26,32438.25,31140.05,31652.45
2021/7/19,31652.45,31928.64,30440.29,30776.39
2021/7/20,30776.39,31053.08,29307.88,29865.53
2021/7/21,29865.53,32819.68,29498,31818.67
2021/7/22,31818.62,32607.78,31703.1,32247.75
2021/7/23,32247.75,32923.4,32021.23,32500.7
2021/7/24,32500.7,34518.72,32474.42,33939.65
2021/7/25,33939,34829.52,33840.27,34483.2
2021/7/26,34482.88,40545.11,34452.95,37751.68
2021/7/27,37751.25,38776.91,36416.04,38044.5
2021/7/28,38044.61,40907.27,37972.2,39985.95
2021/7/29,39971.81,40641.92,39281.38,39722.08
2021/7/30,39722.08,41597.52,38350.11,40689.27
2021/7/31,40689.27,42389.83,40667.61,41540.22
2021/8/1,41540.56,42605.97,40635.13,41268.06
2021/8/2,41268.17,41320.42,38696.02,38856.63
2021/8/3,38856.13,39785.95,37659.63,38072.95
2021/8/4,38073.29,39856.99,37523.93,39754.38
2021/8/5,39754.34,41390.56,37326.47,40899.36
2021/8/6,40899.36,43372.97,39896,42719.51
2021/8/7,42719.51,44580.51,42426.4,43975.95
2021/8/8,43975.95,45328.45,43305.1,43867.4
2021/8/9,43867.9,46483.72,42826.13,45464.51
2021/8/10,45464.51,47030.81,44660.02,45642.9
2021/8/11,45642.9,46768.68,45248.13,46345.49
2021/8/12,46345.49,46395.31,43811.51,44480.11
2021/8/13,44480.11,47891.26,43902.08,47609.88
2021/8/14,47609.76,48152.13,46039.7,46666.78
2021/8/15,46667.03,47385.74,45534.83,46718.33
2021/8/16,46718.33,48058.56,45682.38,46078.11
2021/8/17,46076.47,47161.35,44542.33,44992.1
2021/8/18,44992.1,46025.56,44238.47,44546.67
2021/8/19,44546.67,46878.88,43984.1,46587.99
2021/8/20,46587.99,49110.51,46372.81,48668.03
2021/8/21,48668.03,49802.96,48306.54,49011.76
2021/8/22,49011.76,49486.58,48099.93,48414.22
2021/8/23,48414.22,50512.38,48291.53,49515.08
2021/8/24,49515.33,49863.93,47770.87,48345.65
2021/8/25,48345.65,49166.46,47140.19,48712.63
2021/8/26,48714.12,49358.65,46322.7,47036.43
2021/8/27,47036.43,49168.38,46368.35,48921.81
2021/8/28,48921.81,49311.62,48392.72,48755.08
2021/8/29,48755.08,49655.67,47823.72,48925.24
2021/8/30,48925.24,49408.27,47412.08,48648.9
2021/8/31,48648.9,48679.81,46714.26,47008.53
2021/9/1,47008.53,49107.95,46546.69,48272.51
2021/9/2,48272.51,50373.56,48265.02,49562.1
2021/9/3,49562.02,51033.97,48363.88,50152.52
2021/9/4,50152.1,50554.26,49424.13,50182.7
2021/9/5,50182.7,51715.8,49511.6,51668.21
2021/9/6,51668.21,52213.58,51035.06,51934.74
2021/9/7,51934.74,52921.08,43050.17,46819.01
2021/9/8,46819.01,47367.88,44467.76,46060.72
2021/9/9,46060.72,47391.49,45549.74,46256.1
2021/9/10,46256.1,47030.81,44760.72,45077.81
2021/9/11,45077.81,45986.76,44161.26,45319.68
2021/9/12,45319.68,46259.35,44761.29,45089.47
2021/9/13,45089.47,46875.47,43445.85,45187.52
2021/9/14,45187.52,46965.56,44718.42,46828.18
2021/9/15,46827.65,48452.24,46411.63,47941.58
2021/9/16,47941.58,48493.18,47054.06,47149.38
2021/9/17,47149.54,48172.06,46768.85,46990.35
2021/9/18,46990.35,48798.72,46805.13,47994.88
2021/9/19,47994.88,48374.68,47109.61,47601.08
2021/9/20,47602.35,47665.65,42522.51,43537.86
2021/9/21,43537.86,43919.27,40236.9,40926.74
2021/9/22,40926.74,44014.95,39624.75,43451.15
2021/9/23,43451.15,44939.85,43052.63,44710.2
2021/9/24,44710.13,45155.36,40735.08,42981.54
2021/9/25,42981.54,43228.38,41700.75,42678.81
2021/9/26,42678.81,43746.38,40815.52,43651.76
2021/9/27,43651.76,44350.79,42619.58,42706.99
2021/9/28,42706.99,43416.83,41124.15,41785.9
2021/9/29,41785.9,42579.95,40787.68,41125.06
2021/9/30,41125.06,44109.63,40965.33,43436.35
2021/10/1,43436.58,48183.26,43295.17,48132.9
2021/10/2,48130.44,48476.01,47461.87,48019.13
2021/10/3,48019.13,49217.61,47129.99,48464.31
2021/10/4,48466.2,49496.71,46933.95,49006.15
2021/10/5,49006.15,51781.9,48585.51,51474.19
2021/10/6,51474.19,55422.9,50426.81,54936.9
2021/10/7,54936.4,55749.65,53412.85,54184.24
2021/10/8,54184.49,56086.82,53657.87,53993.31
2021/10/9,53993.31,55475.31,53703.99,54670.87
2021/10/10,54669.46,56493.46,54128.15,55435.21
2021/10/11,55435.21,57829.28,54396.94,57341.5
2021/10/12,57341.5,57657.14,53964.57,55362.51
2021/10/13,55362.58,57482.06,54267.21,56982.87
2021/10/14,56982.87,58511.43,56862.37,57443.04
2021/10/15,57443.04,62875.14,56889.01,62526.67
2021/10/16,62526.67,62541.51,60159.38,61014.11
2021/10/17,61015.11,61439.33,59005.78,59400.14
2021/10/18,59400.2,62667.51,59309.89,61367.44
2021/10/19,61367.75,64342.46,61133.23,64121.31
2021/10/20,64121.31,66976.03,63536.36,65996.35
2021/10/21,65995.41,66639.91,62076.25,62680.43
2021/10/22,62680.47,63728.24,60011.51,60726.01
2021/10/23,60724.9,61729.08,59665.99,61124.51
2021/10/24,61124.51,61486.24,59526.93,61159.77
2021/10/25,61159.77,63706.22,60658.48,62544.64
2021/10/26,62544.65,63279.85,61811.3,62096.9
2021/10/27,62096.9,62106.56,58132.68,58924.76
2021/10/28,58920.07,62440.64,57976.82,61395.58
2021/10/29,61395.58,62963.6,60202.94,62395.66
2021/10/30,62397.04,62510.81,60768.13,61682.78
2021/10/31,61682.74,62418.37,60018.89,60975.98
2021/11/1,60975.98,62475.33,59517.51,60727.52
2021/11/2,60727.55,64292.5,60457.86,63141.03
2021/11/3,63141.97,63550.53,60398.7,62776.06
2021/11/4,62776.06,63239.65,60743.64,61365.05
2021/11/5,61365.05,62612.59,60787.82,60976.2
2021/11/6,60976.2,61593.06,60127.5,61201.83
2021/11/7,61201.83,63102.8,61198.93,62884.45
2021/11/8,62884.45,66539.01,62809.99,66138.54
